Title,Author,Price,List Price,Discount Amount,Limited Stock,Discount,Genre,Number of Pages,Weight,ISBN,Language,Related Genres,Subgenres,Synopsis,URL
Tokyo Ghoul Complete Box Set: Includes vols. 1-14 with premium,Sui Ishida,19198.0,19198.0,0.0,True,0.0,Manga And Graphic Novels,2904.0,4000,9781974703180,English,['Manga And Graphic Novels'],"['Comics', 'Manga']","Ghouls live among us, the same as normal people in every way—except for their craving for human flesh. A box set that includes all fourteen volumes of the original Tokyo Ghoul series. Includes an exclusive double-sided poster. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human, half-Ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. A box set that includes all fourteen volumes of the original Tokyo Ghoul series. Includes an exclusive double-sided poster.",https://booksmandala.com/books/tokyo-ghoul-complete-box-set-includes-vols-1-14-with-premium-49785
InvestiGators: Heist and Seek,John Patrick Green,720.0,720.0,0.0,True,0.0,Manga And Graphic Novels,201.0,385,9781529097207,English,['Manga And Graphic Novels'],['Graphic Novels'],"Crack the case with the InvestiGators! Join Mango and Brash in InvestiGators Heist and Seek for the sixth adventure in the laugh-out-loud full colour series by John Patrick Green, perfect for fans of Bunny vs Monkey.When rare paintings go missing, the InvestiGators are called to the scene . . . the ART SCENE! Mango and Brash have to go undercover as famous painters to expose a crook who has truly mastered the art of crime!Can they recover the missing masterpieces and save the art museum's fundraising gala before it's too late. . . and they run out of appetizers?The InvestiGators series is a hit with all ages and covers themes like:- Teamwork- Resilience- Problem-solvingJoin the InvestiGators on more adventures in Take the Plunge, Off the Hook, Ants in Our P.A.N.T.S, and Braver and Boulder!",https://booksmandala.com/books/investigators-heist-and-seek-68700
A Silent Voice 1,Yoshitoki Oima,1438.0,1438.0,0.0,True,0.0,Fiction And Literature,192.0,180,9781632360564,English,"['Fiction And Literature', 'Manga And Graphic Novels']","['Fantasy', 'Horror', 'Comics', 'Manga']","LEARNING TO LISTENShoya is a bully. When Shoko, a girl who can't hear, enters his elementary school class, she becomes their favorite target, and Shoya and his friends goad each other into devising new tortures for her. But the children's cruelty goes too far. Shoko is forced to leave the school, and Shoya ends up shouldering all the blame. Six years later, the two meet again. Can Shoya make up for his past mistakes, or is it too late? Read the manga industry insiders voted their favorite of 2014! ""A very powerful story about being different and the consequences of childhood bullying... Read it."" -Anime News Network""The word heartwarming was made for manga like this."" -Manga Bookshelf",https://booksmandala.com/books/a-silent-voice-1-7755
Tintin and the Picaros,Unassigned,1118.0,1118.0,0.0,True,0.0,Kids And Teens,62.0,290,9781405206358,English,"['Kids And Teens', 'Manga And Graphic Novels']","['Ages 9 to 12', 'Comics']","Herg�'s classic comic book creation Tintin is one of the most iconic characters in children's books. These highly collectible editions of the original 24 adventures will delight Tintin fans old and new. Perfect for lovers of graphic novels, mysteries and historical adventures. The world's most famous travelling reporter gets caught up in a revolutionary adventure. Bianca Castafiore has been imprisoned by General Tapioca! Also accused of threatening Tapioca's dictatorship, Tintin, Calculus and Haddock jet off to the jungle HQ of the revolutionaries, and hatch a plot surrounding the upcoming carnival and Haddock's sudden and mysterious disgust for whiskey . . . The Adventures of Tintin are among the best books for readers aged 8 and up. Herg� (Georges Remi) was born in Brussels in 1907. Over the course of 54 years he completed over 20 titles in The Adventures of Tintin series, which is now considered to be one of the greatest, if not the greatest, comics series of all time. Have you collected all 24 graphic novel adventures? Tintin in the Land of the Soviets Tintin in the Congo Tintin in America Tintin: Cigars of the Pharaoh Tintin: The Blue Lotus Tintin: The Broken Ear Tintin: The Black Island Tintin: King Ottakar's Sceptre Tintin: The Crab with the Golden Claws Tintin: The Shooting Star Tintin: The Secret of the Unicorn Tintin: Red Rackham's Treasure Tintin: The Seven Crystal Balls Tintin: Prisoners of the Sun Tintin: Land of Black Gold Tintin: Destination Moon Tintin: Explorers of the Moon Tintin: The Calculus Affair Tintin: The Red Sea Sharks Tintin in Tibet Tintin: The Castafiore Emerald Tintin: Flight 714 to Sydney The Adventures of Tintin and the Picaros Tintin and Alph-Art   ",https://booksmandala.com/books/tintin-and-the-picaros-24317
"Jujutsu Kaisen, Vol. 1",Gege Akutami,1278.0,1278.0,0.0,True,0.0,Fiction And Literature,192.0,190,9781974710027,English,"['Fiction And Literature', 'Manga And Graphic Novels']","['Fantasy', 'Comics', 'Manga', 'Graphic Novels']","To gain the power he needs to save his friend from a cursed spirit, Yuji Itadori swallows a piece of a demon, only to find himself caught in the midst of a horrific war of the supernatural!In a world where cursed spirits feed on unsuspecting humans, fragments of the legendary and feared demon Ryomen Sukuna were lost and scattered about. Should any demon consume Sukuna’s body parts, the power they gain could destroy the world as we know it. Fortunately, there exists a mysterious school of jujutsu sorcerers who exist to protect the precarious existence of the living from the supernatural!Although Yuji Itadori looks like your average teenager, his immense physical strength is something to behold! Every sports club wants him to join, but Itadori would rather hang out with the school outcasts in the Occult Research Club. One day, the club manages to get their hands on a sealed cursed object. Little do they know the terror they’ll unleash when they break the seal…",https://booksmandala.com/books/jujutsu-kaisen-vol-1-7065
Attack on Titan 5,Hajime Isayama,1278.0,1278.0,0.0,True,0.0,Fiction And Literature,260.0,180,9781612622545,English,"['Fiction And Literature', 'Manga And Graphic Novels']","['Fantasy', 'Horror', 'Comics', 'Manga']","Thanks to Eren, humanity has taken the town of Trost back from the Titans. Exhausted, Eren falls into a coma for three days - and wakes in shackles, staring at Erwin Smith, leader of the Survey Corps. Certain that Eren's father's research holds the key to the mystery of the Titans' rise, Smith wants an expedition to retrieve it from the house where Eren grew up. But that's deep in Titan territory, and to get there Eren will need to master a power he still doesn't fully understand...",https://booksmandala.com/books/attack-on-titan-5-7802
Berserk Volume 38,Kentaro Miura,1598.0,1598.0,0.0,True,0.0,Manga And Graphic Novels,210.0,222,9781506703985,English,['Manga And Graphic Novels'],['Manga'],"Guts the Black Swordsman and company reach the isle of Skellig in hopes that Elven magic can cure the afflicted Casca, but the cure could come at a deadly cost. Meanwhile, Guts’ Band of the Hawk comrade Rickert journeys to the city of Falconia, the seat of power for Griffith, the resurrected former Hawks commander. But the glittering towers of Falconia cast the darkest of shadows, and a legion of demonic monstrosities dwell in the darkness! From creator Kentaro Miura comes Berserk, a sprawling adult fantasy epic of fierce imaginationOne of the most popular long-running adult manga series ever published. First new Berserk volume since 2013! The inspiration for three anime feature films and two TV series. New Berserk anime TV series to air in 2017.“One of the best manga ever conceived.”—University Press of North Georgia ”A glorious, gory fantasy epic, a truly one-of-a-kind work.”—Manga Test Drive “The Godfather of manga.”—anime-planet",https://booksmandala.com/books/berserk-volume-38-12743
"Naruto, Vol. 2: The Worst Client",Masashi Kishimoto,1278.0,1278.0,0.0,True,0.0,Fiction And Literature,203.0,200,9781591161783,English,"['Fiction And Literature', 'Manga And Graphic Novels']","['Fantasy', 'Comics', 'Manga', 'Graphic Novels']","Tired of menial tasks, Naruto, Sasuke and Sakura ask for a tougher assignment. But you should always be careful what you wish for! Along with their teacher, Kakashi, the trio must now guard a cranky old man from the Land of the Waves. But Tazuna the bridgebuilder is in more danger than anyone could have imagined. And now the young ninja are too!",https://booksmandala.com/books/naruto-vol-2-the-worst-client-7091
Demon Slayer Vol.3: Kimetsu no Yaiba,Koyoharu Gotouge,1278.0,1278.0,0.0,True,0.0,Manga And Graphic Novels,192.0,300,9781974700547,English,['Manga And Graphic Novels'],['Manga'],"Tanjiro sets out on the path of the Demon Slayer to save his sister and avenge his family!In Taisho-era Japan, kindhearted Tanjiro Kamado makes a living selling charcoal. But his peaceful life is shattered when a demon slaughters his entire family. His little sister Nezuko is the only survivor, but she has been transformed into a demon herself! Tanjiro sets out on a dangerous journey to find a way to return his sister to normal and destroy the demon who ruined his life.Tanjiro and Nezuko cross paths with two powerful demons who fight with magical weapons. Even help from Tamayo and Yushiro may not be enough to defeat these demons who claim to belong to the Twelve Kizuki that directly serve Kibutsuji, the demon responsible for all of Tanjiro’s woes! But if these demons can be defeated, what secrets can they reveal about Kibutsuji?",https://booksmandala.com/books/demon-slayer-vol3-kimetsu-no-yaiba-40939
Berserk Volume 39,Kentaro Miura,1598.0,1598.0,0.0,True,0.0,Manga And Graphic Novels,188.0,222,9781506707082,English,['Manga And Graphic Novels'],"['Comics', 'Graphic Novels']","From creator Kentaro Miura comes Berserk, a sprawling adult fantasy epic of horror, humor, and fierce imagination and the inspiration for the wildly popular anime.To cure the afflicted Casca, Guts and company battle Elf Island's magical defenses and finally reach Elfhelm, where the elven ruler opens the Corridor of Dreams, projecting Schierke and Farnese into the forbidding wasteland of Casca's mind. But horrors lurk there, some more foul than any in the material world!",https://booksmandala.com/books/berserk-volume-39-12741
"Pretty Guardian Sailor Moon, Vol. 6",Naoko Takeuchi,1680.0,1680.0,0.0,True,0.0,Fiction And Literature,416.0,380,9781646513697,English,"['Fiction And Literature', 'Manga And Graphic Novels']","['Fantasy', 'Manga', 'Graphic Novels']","A graphic novel featuring the further adventures of Bunny, Luna, Tuxedo Mask, and the Scouts.",https://booksmandala.com/books/pretty-guardian-sailor-moon-vol-6-71754
"Naruto, Vol. 12: The Great Flight",Masashi Kishimoto,1278.0,1278.0,0.0,True,0.0,Manga And Graphic Novels,208.0,200,9781421502427,English,['Manga And Graphic Novels'],['Manga'],"Twelve years ago, a giant fox demon with nine tails attacked the ninjya village of Konohagakure. Defeated by the Hokage, the village champion, the mighty demon's soul was sealed into the body of an innocent orphan child, Naruto Uzumaki. Now Naruto is a 12-year-old ninjya in-training, struggling to be the best with his classmates Sasuke and Sakura.",https://booksmandala.com/books/naruto-vol-12-the-great-flight-43922
Red Rackham's Treasure,"Hergé, Leslie Lonsdale-Cooper",1118.0,1118.0,0.0,True,0.0,Kids And Teens,62.0,290,9781405206235,English,"['Kids And Teens', 'Manga And Graphic Novels']","['Ages 9 to 12', 'Comics']","Herg�'s classic comic book creation Tintin is one of the most iconic characters in children's books. These highly collectible editions of the original 24 adventures will delight Tintin fans old and new. Perfect for lovers of graphic novels, mysteries and historical adventures. The world's most famous travelling reporter sets out in search of Red Rackham's treasure. Determined to find the treasure of the notorious pirate Red Rackham, Tintin and Captain Haddock set sail aboard the Sirius to find the shipwreck of the Unicorn. With the help of an ingenious shark-shaped submarine, Tintin follows the clues deep down on this ocean adventure. The Adventures of Tintin are among the best books for readers aged 8 and up. Herg� (Georges Remi) was born in Brussels in 1907. Over the course of 54 years he completed over 20 titles in The Adventures of Tintin series, which is now considered to be one of the greatest, if not the greatest, comics series of all time. Have you collected all 24 graphic novel adventures? Tintin in the Land of the Soviets Tintin in the Congo Tintin in America Tintin: Cigars of the Pharaoh Tintin: The Blue Lotus Tintin: The Broken Ear Tintin: The Black Island Tintin: King Ottakar's Sceptre Tintin: The Crab with the Golden Claws Tintin: The Shooting Star Tintin: The Secret of the Unicorn Tintin: Red Rackham's Treasure Tintin: The Seven Crystal Balls Tintin: Prisoners of the Sun Tintin: Land of Black Gold Tintin: Destination Moon Tintin: Explorers of the Moon Tintin: The Calculus Affair Tintin: The Red Sea Sharks Tintin in Tibet Tintin: The Castafiore Emerald Tintin: Flight 714 to Sydney The Adventures of Tintin and the Picaros Tintin and Alph-Art   ",https://booksmandala.com/books/red-rackhams-treasure-10844
Attack on Titan 15,Hajime Isayama,1278.0,1278.0,0.0,True,0.0,Fiction And Literature,192.0,190,9781612629797,English,"['Fiction And Literature', 'Manga And Graphic Novels']","['Fantasy', 'Horror', 'Comics', 'Manga']","In this post-apocalyptic sci-fi story, humanity has been devastated by the bizarre, giant humanoids known as the Titans. Little is known about where they came from or why they are bent on consuming mankind. Seemingly unintelligent, they have roamed the world for years, killing everyone they see. For the past century, what's left of the human race has hidden in a giant, three-walled city. People believe their 100-metre-high walls will protect them from the Titans, but the sudden appearance of an immense Titan is about to change everything.",https://booksmandala.com/books/attack-on-titan-15-7801
The Librarian of Auschwitz,Antonio Iturbe,1278.0,1278.0,0.0,True,0.0,Fiction And Literature,144.0,410,9781529088861,English,"['Fiction And Literature', 'Manga And Graphic Novels']","['Historical Fiction', 'Graphic Novels']","Fourteen-year-old Dita is one of the many imprisoned by the Nazis at Auschwitz. Taken, along with her mother and father, from the Terezín ghetto in Prague, Dita is adjusting to the constant terror that is life in the camp. When Jewish leader Freddy Hirsch asks Dita to take charge of the eight precious books the prisoners have managed to smuggle past the guards, she agrees. And so Dita becomes the secret librarian of Auschwitz, responsible for the safekeeping of the small collection of titles, as well as the 'living books' - prisoners of Auschwitz who know certain books so well, they too can be 'borrowed' to educate the children in the camp. But books are extremely dangerous. They make people think. And nowhere are they more dangerous than in Block 31 of Auschwitz, the children's block, where the slightest transgression can result in execution, no matter how young the transgressor . . ,",https://booksmandala.com/books/the-librarian-of-auschwitz-68672
The Broken Ear,Hergé,1118.0,1118.0,0.0,True,0.0,Kids And Teens,64.0,290,9781405206174,English,"['Kids And Teens', 'Manga And Graphic Novels']","['Ages 9 to 12', 'Comics']","Herg�'s classic comic book creation Tintin is one of the most iconic characters in children's books. These highly collectible editions of the original 24 adventures will delight Tintin fans old and new. Perfect for lovers of graphic novels, mysteries and historical adventures. The world's most famous travelling reporter must call on a feathered friend to track down a famous artifact . . . and solve a murder in the process. The Arumbaya fetish has been stolen! But with the help of a talking parrot, Tintin is soon on the hunt for the famous artefact, which can be distinguished by its broken ear. He must solve a murder and discover the true value of the fetish, and quick - because he is not the only one on the trail! The Adventures of Tintin are among the best books for readers aged 8 and up. Herg� (Georges Remi) was born in Brussels in 1907. Over the course of 54 years he completed over 20 titles in The Adventures of Tintin series, which is now considered to be one of the greatest, if not the greatest, comics series of all time. Have you collected all 24 graphic novel adventures? Tintin in the Land of the Soviets Tintin in the Congo Tintin in America Tintin: Cigars of the Pharaoh Tintin: The Blue Lotus Tintin: The Broken Ear Tintin: The Black Island Tintin: King Ottakar's Sceptre Tintin: The Crab with the Golden Claws Tintin: The Shooting Star Tintin: The Secret of the Unicorn Tintin: Red Rackham's Treasure Tintin: The Seven Crystal Balls Tintin: Prisoners of the Sun Tintin: Land of Black Gold Tintin: Destination Moon Tintin: Explorers of the Moon Tintin: The Calculus Affair Tintin: The Red Sea Sharks Tintin in Tibet Tintin: The Castafiore Emerald Tintin: Flight 714 to Sydney The Adventures of Tintin and the Picaros Tintin and Alph-Art   ",https://booksmandala.com/books/the-broken-ear-24333
Vinland Saga 4,Makoto Yukimura,2320.0,2320.0,0.0,False,0.0,Manga And Graphic Novels,434.0,375,9781612624235,English,['Manga And Graphic Novels'],"['Comics', 'Manga', 'Graphic Novels']","A KING IS BORNPushed to the brink of despair after his father attempted to have him killed, Prince Canute has experienced an awakening, transforming him from a timid, gentle boy into a clear-eyed man with the heart of a king. But a king needs a crown, and Canute now knows that nothing will be given to him. If he wants to rule, he will have to prove his ruthlessness with a plot that will change the fate of the kingdom and spatter the throne with blood! Meanwhile, Thorfinn watches events unfold that could steal away the vengeance he has waited so long to achieve...",https://booksmandala.com/books/vinland-saga-4-41749
"Death Note Black Edition, Vol. 5",Tsugumi Ohba,2238.0,2238.0,0.0,True,0.0,Manga And Graphic Novels,376.0,435,9781421539683,English,['Manga And Graphic Novels'],"['Manga', 'Comics', 'Graphic Novels']","Killer 2-for-1 value on hit thriller Death Note!Light Yagami is an ace student with great prospects—and he’s bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by rogue Shinigami death god. Any human whose name is written in the notebook dies, and now Light has vowed to use the power of the Death Note to rid the world of evil. But when criminals begin dropping dead, the authorities send the legendary detective L to track down the killer. With L hot on his heels, will Light lose sight of his noble goal…or his life?Contains Volumes 9 and 10 of Death Note! Light Yagami is an ace student with great prospects—and he’s bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and now Light has vowed to use the power of the Death Note to rid the world of evil. Will Light’s noble goal succeed, or will the Death Note turn him into the very thing he fights against?",https://booksmandala.com/books/death-note-black-edition-vol-5-19783
Berserk Volume 13,Kentaro Miura,2000.0,2000.0,0.0,True,0.0,Fiction And Literature,240.0,220,9781593075002,English,"['Fiction And Literature', 'Manga And Graphic Novels']","['Fantasy', 'Horror', 'Comics', 'Manga']","The Band of the Hawk may have been the most formidable band of fighters around, but when matched up against an army of abyssal monstrosities, earthly fighting skills don’t amount to a hill of beans. The Hawks’ tortured and mutilated former leader, Griffith, has used the accursed Crimson Behelit to open the gates to a shadowy realm of unspeakable horrors, the realm of the demon lords of the Godhand, who are willing to transform Griffith into a being of terrible power and majesty as long as Griffith is willing to give up his former command as sacrifices in the Invocation of Doom. But nobody takes down the Hawks without a fight, and their berserker champion, Guts, will take on anything Hell can throw at him in order to save his lover, Casca, from the sordid violations that only Hell can offer.",https://booksmandala.com/books/berserk-volume-13-7814
Manga Academy,Chihiro Howe,1438.0,1438.0,0.0,True,0.0,Manga And Graphic Novels,146.0,210,9781440300820,English,['Manga And Graphic Novels'],['Manga'],"Make your dream of drawing Japanese-style manga a reality with Manga Academy! This book, loaded with Chihiro Howe's delightfully simple techniques, teaches all you need to know to get started creating your own manga. Learn tips for selecting the best materials and tools, how to design manga characters, coloring and inking techniques, how to tell a compelling story, and much more. Features 10 step-by-step full manga character demonstrations, as well as exciting extras like Japanese lessons!",https://booksmandala.com/books/manga-academy-70964
Prisoners of The Sun,Hergé,1118.0,1118.0,0.0,True,0.0,Kids And Teens,62.0,290,9781405206259,English,"['Kids And Teens', 'Manga And Graphic Novels']","['Ages 9 to 12', 'Comics', 'Graphic Novels']","The world’s most famous travelling reporter journeys to South America on a mission to save Professor Calculus. When Professor Calculus is kidnapped, Tintin and a desperate Captain Haddock set off to Peru on a rescue mission, braving runaway train carriages, yellow fever and avalanches. Then they must find an ancient Inca tribe if they are to find their great friend. Join the most iconic character in comics as he embarks on an extraordinary adventure spanning historical and political events, and thrilling mysteries. Still selling over 100,000 copies every year in the UK and having been adapted for the silver screen by Steven Spielberg and Peter Jackson in 2011. The Adventures of Tintin continue to charm more than 80 years after they first found their way into publication. Since then an estimated 230 million copies have been sold, proving that comic books have the same power to entertain children and adults in the 21st century as they did in the early 20th.",https://booksmandala.com/books/prisoners-of-the-sun-10945
Tokyo Ghoul Illustrations: zakki,Sui Ishida,2878.0,2878.0,0.0,True,0.0,Manga And Graphic Novels,112.0,615,9781421596921,English,['Manga And Graphic Novels'],"['Manga', 'Comics', 'Graphic Novels']","A full-color art book showcasing the terrific and terrifying work of Sui Ishida, creator of the hit manga and anime Tokyo Ghoul.Tokyo Ghoul Illustrations: zakki features artwork and behind-the-scenes notes, commentary and ruminations from Tokyo Ghoul creator Sui Ishida. Discover the creative process that brought the hit manga and anime to life, in gloriously ghoulish full color.",https://booksmandala.com/books/tokyo-ghoul-illustrations-zakki-36119
Berserk Volume 1,Kentaro Miura,1918.0,1918.0,0.0,False,0.0,Manga And Graphic Novels,240.0,220,9781593070205,English,['Manga And Graphic Novels'],"['Comics', 'Manga', 'Graphic Novels']","Created by Kentaro Miura, Berserk is manga mayhem to the extreme - violent, horrifying, and mercilessly funny - and the wellspring for the internationally popular anime series. Not for the squeamish or the easily offended, Berserk asks for no quarter - and offers none! His name is Guts, the Black Swordsman, a feared warrior spoken of only in whispers. Bearer of a gigantic sword, an iron hand, and the scars of countless battles and tortures, his flesh is also indelibly marked with The Brand, an unholy symbol that draws the forces of darkness to him and dooms him as their sacrifice. But Guts won't take his fate lying down; he'll cut a crimson swath of carnage through the ranks of the damned - and anyone else foolish enough to oppose him! Accompanied by Puck the Elf, more an annoyance than a companion, Guts relentlessly follows a dark, bloodstained path that leads only to death...or vengeance.",https://booksmandala.com/books/berserk-volume-1-41860
The Adventures of Tintin Volume 6: Destination Moon / Explorers on The Moon / The Calculus Affair,Hergé,1918.0,1918.0,0.0,True,0.0,Manga And Graphic Novels,192.0,490,9781405282802,English,['Manga And Graphic Novels'],['Graphic Novels'],"One of the most iconic characters in children's books Join the world's most famous travelling reporter in his exciting adventures as he embarks on his most epic journey in the two-part story Destination Moon and Explorers on the Moon, and sets out to rescue his friend the Professor in The Calculus Affair. The sixth of eight volumes containing Hergé's best loved adventure stories, with three thrilling mysteries: Destination Moon Tintin and Captain Haddock are amazed to find that Professor Calculus is planning a top-secret project from the Sprodj Atomic Research Centre in Syldavia. And before our intrepid hero knows it, the next stop on this adventure is ... space. Explorers on the Moon Following on from the events of Destination Moon, Tintin finds himself in a rocket on a collision course with the moon. And with Snowy the dog, Captain Haddock, Professor Calculus and the Thompson twins aboard, things quickly spiral further and further out of control. The Calculus Affair Windows, mirrors and chandeliers are spontaneously shattering and Tintin is left flummoxed. After a shooting and a break-in, Tintin knows Calculus is in danger, but he has only one clue - an unusual packet of cigarettes. He has a mystery to solve. But can he do it before a terrible weapon falls into the wrong hands? Join the most iconic character in comics as he embarks on extraordinary adventures spanning historical and political events. Still selling over 100,000 copies every year in the UK and having been adapted for the silver screen by Steven Spielberg and Peter Jackson in 2011. The Adventures of Tintin continue to charm more than 90 years after they first found their way into publication. Since then more than 230 million copies have been sold, proving that comic books have the same power to entertain children and adults in the 21st century as they did in the early 20th. Hergé (Georges Remi) was born in Brussels in 1907. Over the course of 54 years he completed over 20 titles in The Adventures of Tintin series, which is now considered to be one of the greatest, if not the greatest, comics series of all time.",https://booksmandala.com/books/the-adventures-of-tintin-volume-6-destination-moon-explorers-on-the-moon-the-calculus-affair-42422
Berserk Deluxe Volume 2,Kentaro Miura,6800.0,6800.0,0.0,True,0.0,Manga And Graphic Novels,704.0,2000,9781506711997,English,"['Manga And Graphic Novels', 'Fiction And Literature']","['Manga', 'Comics', 'Graphic Novels', 'Fantasy', 'Horror']","The reigning king of adult fantasy manga now in deluxe 7x10 hardcover editions! Born in tragedy, raised in abuse and neglect, young Guts is hardened into a warrior of fearsome prowess and fearless will, drawing the attention of the charismatic Griffith, commander of the elite mercenary legion, the Band of the Hawk. This crossroad will take Guts to fame and glory . . . and to damnation! Kentaro Miura's Berserk has cast its enormous shadow for three decades, creating an international legion of acolytes and inspiring a parade of TV series, feature films, and video games. And now celebrating its thirtieth anniversary, the entire Berserk series is being released in handsome oversized bookshelf format, each collecting three volumes of the original manga.",https://booksmandala.com/books/berserk-deluxe-volume-2-68624
Restart After Coming Back Home,Cocomi,2000.0,2000.0,0.0,True,0.0,Manga And Graphic Novels,203.0,430,9781648276767,English,['Manga And Graphic Novels'],['Manga'],"The touching Boys' Love romance that inspired a live-action film! (Continued in the sequel book Restart After Growing Hungry.) Hotheaded Kozuka Mitsuomi left his home in the country for a sophisticated life in Tokyo. Unfortunately, at age 25, he’s fired from his job and returns home in disgrace. As he tries to rediscover himself, he meets Kumai Yamato, a man about his age who was adopted into his community while Mitsuomi was away. The sweet and even-tempered Yamato is hiding his own pain, and as the two men connect, they start a journey together.",https://booksmandala.com/books/restart-after-coming-back-home-62463
Restart After Growing Hungry,Cocomi,2000.0,2000.0,0.0,True,0.0,Manga And Graphic Novels,202.0,380,9781648276774,English,"['Manga And Graphic Novels', 'Fiction And Literature']","['Manga', 'Romance', 'LGBTQIA+']","The direct sequel to Restart After Coming Back Home (also from Seven Seas)–the touching Boys' Love romance that inspired a hit live-action film! Mitsuomi and Yamato fell for each other beneath the endless, unchanging countryside sky. Now, as the days go by in the small town where Mitsuomi was born and raised, and the foundling Yamato made his home, the two men are searching for the shape of their own happiness.",https://booksmandala.com/books/restart-after-growing-hungry-62455
Demon Slayer Vol.5: Kimetsu no Yaiba,Koyoharu Gotouge,1278.0,1278.0,0.0,True,0.0,Manga And Graphic Novels,192.0,190,9781974700561,English,['Manga And Graphic Novels'],['Manga'],"Tanjiro sets out on the path of the Demon Slayer to save his sister and avenge his family!In Taisho-era Japan, kindhearted Tanjiro Kamado makes a living selling charcoal. But his peaceful life is shattered when a demon slaughters his entire family. His little sister Nezuko is the only survivor, but she has been transformed into a demon herself! Tanjiro sets out on a dangerous journey to find a way to return his sister to normal and destroy the demon who ruined his life.At Mt. Natagumo, Tanjiro, Zenitsu and Inosuke battle a terrible family of spider demons. Taking on such powerful enemies demands all the skill and luck Tanjiro has as he and his companions fight to rescue Nezuko from the spiders’ web. The battle is drawing in other Demon Slayers but not all of them will leave Mt. Natagumo alive—or in one piece!",https://booksmandala.com/books/demon-slayer-vol5-kimetsu-no-yaiba-40940
Marvel-Verse: Ms. Marvel,"G. Willow Wilson, Saladin Ahmed, Adrian Alphona",1278.0,1278.0,0.0,True,0.0,Manga And Graphic Novels,104.0,191,9781302947811,English,['Manga And Graphic Novels'],"['Graphic Novels', 'Comics']","""Contains material originally published in magazine form as Ms. Marvel (2014) #12, Generations: Ms. Marvel & Ms. Marvel (2017) #1, Ms. Marvel (2015) #38 and Miles Morales: Spider-Man (2018) #24""--Indicia.",https://booksmandala.com/books/marvel-verse-ms-marvel-62316
"TINTIN, V.11 - The Secret of the Unicorn",Hergé,1118.0,1118.0,0.0,True,0.0,Kids And Teens,62.0,290,9781405206228,English,"['Kids And Teens', 'Manga And Graphic Novels']","['Ages 9 to 12', 'Comics', 'Graphic Novels']","Herg�'s classic comic book creation Tintin is one of the most iconic characters in children's books. These highly collectible editions of the original 24 adventures will delight Tintin fans old and new. Perfect for lovers of graphic novels, mysteries and historical adventures. The world's most famous travelling reporter learns the secret of the Unicorn. When Tintin stumbles across a model ship at the Old Street Market, he buys it as a gift for his friend Captain Haddock. But this isn't just any old model ship . . . it's the Unicorn. Built by one of Haddock's ancestors it holds a clue to finding the treasure of a notorious pirate. The Adventures of Tintin are among the best books for readers aged 8 and up. Herg� (Georges Remi) was born in Brussels in 1907. Over the course of 54 years he completed over 20 titles in The Adventures of Tintin series, which is now considered to be one of the greatest, if not the greatest, comics series of all time. Have you collected all 24 graphic novel adventures? Tintin in the Land of the Soviets Tintin in the Congo Tintin in America Tintin: Cigars of the Pharaoh Tintin: The Blue Lotus Tintin: The Broken Ear Tintin: The Black Island Tintin: King Ottakar's Sceptre Tintin: The Crab with the Golden Claws Tintin: The Shooting Star Tintin: The Secret of the Unicorn Tintin: Red Rackham's Treasure Tintin: The Seven Crystal Balls Tintin: Prisoners of the Sun Tintin: Land of Black Gold Tintin: Destination Moon Tintin: Explorers of the Moon Tintin: The Calculus Affair Tintin: The Red Sea Sharks Tintin in Tibet Tintin: The Castafiore Emerald Tintin: Flight 714 to Sydney The Adventures of Tintin and the Picaros Tintin and Alph-Art   ",https://booksmandala.com/books/tintin-v11-the-secret-of-the-unicorn-10937
